service_id,name,Description,category
22e142bf-1eb6-4449-a6b9-9790cc245f5d,Atribuiri locuinte pentru familiile evacuate sau care urmeaza a fi evacuate din locuintele retrocedate in natura fostilor proprietari,"Atribuiri locuinte pentru familiile evacuate sau care urmeaza a fi evacuate din locuintele retrocedate in natura fostilor proprietari.Acte necesare pentru a fi prezentate impreuna cu solicitarea de inscriere pe lista de prioritati in vederea atribuirii unei locuinte pentru familiile evacuate sau care urmeaza a fi evacuate din locuintele retrocedate in natura fostilor proprietari Plata chiriei pentru locuintele din fondul locativ de stat, locuinte ANL, garaje si anexe gospodaresti, precum si chiria pentru terenurile inchiriate conform legii 112/1995 si legii 79/1997, se poate achita in urmatorul cont:
RO17TREZ621502205X020362
Deschis la Trezoreria Timisoara
Beneficiar Municipiul Timisoara
Cod Fiscal 32937000  Dosarul se depune la Serviciul Relationare Directa cu Cetatenii, camera 12, ghiseele 10, 11.
Cererea nu se supune procedurii aprobarii tacite. Pot beneficia de o locuinta destinata inchirierii familiilor evacuate/in curs de evacuare, persoanele indreptatite care indeplinesc, in mod cumulativ, urmatoarele conditii:a). sunt titulare ale contractelor de inchiriere sau au avut calitatea de chiriasi, dovedita prin acte, ori li s-a anulat prin hotarare judecatoreasca definitiva si irevocabila contractul de vanzare-cumparare a locuintei, la data retrocedarii pe cale administrativa sau judecatoreasca a locuintelor catre fostii proprietari sau mostenitorii acestora, potrivit urmatoarelor acte normative:&ndash; Legii nr. 112/1995 pentru reglementarea situatiei juridice a unor imobile cu destinatia de locuinte, trecute in proprietatea statului, cu modificarile ulterioare;&ndash; Legii nr. 10/2001 privind regimul juridic al unor imobile preluate in mod abuziv in perioada 6 martie 1945 &ndash; 22 decembrie 1989, republicata, cu modificarile si completarile ulterioare;&ndash; Ordonantei de urgenta a Guvernului nr. 94/2000 privind retrocedarea unor bunuri imobile care au apartinut cultelor religioase din Romania, republicata, cu modificarile si completarile ulterioare;&ndash; Ordonantei de urgenta a Guvernului nr. 83/1999 privind restituirea unor bunuri imobile care au apartinut comunitatilor cetatenilor apartinand minoritatilor nationale din Romania, republicata;&ndash; altor acte normative, precum si hotararilor judecatoresti cu caracter reparator ramase definitive si irevocabile;b). nu intra sub incidenta prevederilor art. 14 alin. (2) lit. c) si d) din Ordonanta de urgenta a Guvernului nr. 40/1999, aprobata cu modificari si completari prin Legea nr. 241/2001, cu modificarile ulterioare (evacuarea nu s-a facut din motive imputabile chiriasului);c). nu detin in proprietate o alta locuinta, inclusiv casa de vacanta;d). nu au instrainat o locuinta dupa data de 1 ianuarie 1990;e). nu au beneficiat si/sau nu beneficiaza de sprijinul statului in credite si executie pentru realizarea unei locuinte;f). nu detin, in calitate de chirias, o alta locuinta din fondul locativ de stat.Criteriile de acces specificate mai sus se aplica si membrilor familiei persoanelor indreptatite, care locuiesc si gospodaresc impreuna cu acestea.

Documente necesare:
- Cerere: Cerere (de mana)
- Acte doveditoare privind veniturile: Acte doveditoare privind veniturile realizate pe ultimele 12 luni pentru fiecare membru de familie major:

&ndash; adeverinta cu venitul net;
&ndash; cupon pensie, adeverinta de ajutor social, etc.;
&ndash; declaratie notariala din care sa rezulte ca acestia nu realizeaza venituri, nu obtin venituri din vreo activitate autorizata in conditiile legii, precum si ca nu realizeaza alte venituri decat cele prezentate la dosar

- act-identitate: Actul de identitate al solicitantului si al membrilor familiei sale (daca este cazul)
- certificat-nastere: Actul de nastere al solicitantului si al membrilor familiei sale (daca este cazul)
- certificat-casatorie: Certificatul de casatorie (daca este cazul)
- Sentinta de divort: Sentinta de divort definitiva si irevocabila (daca este cazul)
- Certificatul de incadrare in grad de handicap: Certificatul de incadrare in grad de handicap, decizie incadrare in grad de invaliditate (daca este cazul)
- Contractul de vanzare-cumparare: Contractul de vanzare-cumparare pentru locuinta unde solicitantul este tolerat in spatiu sau adeverinta de la Asociatia de proprietari din care sa rezulte numarul persoanelor care au figurat la calcularea cheltuielilor comune pentru intreg anul anterior depunerii cererii. In cazul in care in imobil nu este constituita Asociatie de proprietari/locatari, dovada se face cu declaratie pe propria raspundere a solicitantului
- Contractul de inchiriere/comodat: Contractul de inchiriere/comodat pentru chiriasii care locuiesc in spatii din fondul locativ privat
- Contractul de inchiriere al locuintei retrocedate: Contractul de inchiriere al locuintei retrocedate catre fostii proprietari potrivit Legii nr.112/1995, Legii nr.10/2001, alte acte normative si hotarari judecatoresti cu caracter reparator ramase definitive si irevocabile
- Sentinta de evacuare: Sentinta definitiva si irevocabila de evacuare (cu excluderea culpei solicitantului conform art.14, alin.2, lit.c si din O.U.G. nr.40/1999) sau notificare privind refuzul reinnoirii contractului de inchiriere, conf. O.U.G. 40/1999
- Declaratii notariale: Declaratii notariale ale solicitantului, ale sotiei/sotului si ale celorlalti membri majori din familia acestuia (daca este cazul), cu urmatorul continut:

&ndash; nu detin in proprietate sau coproprietate o locuinta, inclusiv casa de vacanta;
&ndash; nu au instrainat o locuinta dupa 1 ianuarie 1990;
&ndash; nu au beneficiat si/sau nu beneficiaza de sprijinul statului in credite si executie pentru realizarea unei locuinte;
&ndash; nu detin, in calitate de chirias al municipiului Timisoara, o alta locuinta;

",Locuinte
30d5891b-c272-47b0-97a6-4c9f389458d9,intocmirea contractelor de concesiune pentru terenurile aferente imobilelor cu destinatia de locuinta,"intocmirea contractelor de concesiune pentru terenurile aferente imobilelor cu destinatia de locuinta.Dobandite in baza prevederilor legii nr. 61/1990, legii nr. 85/1992, legii nr. 112/1995 si legii nr. 79/1997  

Documente necesare:
- Certificat de urbanism
- act-identitate: B.I./C.I. proprietari constructie
- Plan de incadrare in zona SC1/500: Eliberat de Banca de Date Urbane din cadrul Primariei Municipiului Timisoara
- Plan de situatie SC 1/500 cu situatia existenta: Primaria Municipiului Timisoara
- Procentul de ocupare a terenului (POT):  Calculat de un proiectant autorizat.
- Extras carte funciara colectiva: Daca este cazul, si nu mai vechi de 30 de zile
- Plan de situatie SC1/500 cu situatia propusa: Eliberat de Banca de Date Urbane din cadrul Primariei Municipiului Timisoara
- Extras de carte funciara: Individual nu mai vechi de 30 de zile
- Acordul tuturor coproprietarilor  din CF colectiv: Legalizat la notariat (daca este cazul)
- Contract de vanzare-cumparare imobil L112
- Plan parcelar: Intocmit de un proiectant autorizat ONCGC cu evidentierea constructiei
- Coeficient de utilizare teren (CUT): Calculat de un proiectant autorizat.
","Constructii, urbanism, terenuri"
58818b7c-2466-43ad-9d0f-e1970cd69209,Adeverinte pentru nume de strazi si numere postale,"Adeverinte pentru nume de strazi si numere postale.Confirmari ale atribuirilor sau schimbarilor de nume ale strazilor sau numerelor postale 

Documente necesare:
- extras-cf: Nu mai vechi de 1 an. Nota: Actul de legatura intre numerele topografice vechi si cele din cartile funciare convertite.
- act-identitate: A solicitantului

Dacă În care din cazuri vă aflați?, atunci sunt necesare următoarele documente:
- extras-cf: Pentru strada noua; domeniul public al Primariei Municipiului Timisoara

Dacă În care din cazuri vă aflați?, atunci sunt necesare următoarele documente:
- Plan amplasament si delimitare a imobilului: Intocmit de o persoana autorizata sa execute lucrari de cadastru.

Dacă Cine inițiază cererea?, atunci sunt necesare următoarele documente:
- imputernicire

Dacă Regimul de soluționare, atunci sunt necesare următoarele documente:
- Chitanta platii taxei: 9 lei (regim normal)

Dacă Regimul de soluționare, atunci sunt necesare următoarele documente:
- Chitanta platii taxei: 100 lei (regim de urgenta)

Dacă În care din cazuri vă aflați?, atunci sunt necesare următoarele documente:
- Planul de dezlipire: Avizat de Oficiul de Cadastru si Publicitate Imobiliara (OCPI) Timis

Dacă Cine inițiază cererea?, atunci sunt necesare următoarele documente:
- formular: Cererea sa fie completata si semnata de proprietarul/proprietarii (din cartea funciara). Numarul de pagini al documentatiei trebuie de asemenea mentionat in cerere.

Dacă Cine inițiază cererea?, atunci sunt necesare următoarele documente:
- formular: Cerere completata si semnata de imputernicit. Numarul de pagini al documentatiei trebuie de asemenea mentionat in cerere.

Dacă Ce tip de act aveți nevoie?, atunci sunt necesare următoarele documente:
- Actele unde sunt inscrise adresele diferite: Exemplu: contractul de vanzare-cumparare al imobilului, cartea de identitate a vehiculului, certificatul de inmatriculare, etc.

Dacă Ce tip de act aveți nevoie?, atunci sunt necesare următoarele documente:
- Plan de situatie (scara 1:500): Eliberat de Primaria Municipiului Timisoara

Dacă Ce tip de act aveți nevoie?, atunci sunt necesare următoarele documente:
- Plan de incadrare in zona (scara 1:5000): Eliberat de Primaria Municipiului Timisoara
","Constructii, urbanism, terenuri"
c01c8045-4096-4490-94ce-33736cad773d,Modificarea acordurilor pentru desfasurarea exercitiilor comerciale emise de Primaria Timisoara,"Modificarea acordurilor pentru desfasurarea exercitiilor comerciale emise de Primaria Timisoara.Modificarea acordului se aplica conform Legii 650/2002,  HCL nr. 4/11.01.2022 Documentele vor fi certificate &ldquo;conform cu originalul&rdquo; de catre solicitant.
 

Documente necesare:
- formular: Cerere pentru modificarea Acordurilor pentru desfasurarea exercitiilor comerciale emise de Primaria Timisoara
- Acord pentru desfasurarea exercitiilor comerciale emise de Primaria Timisoara: Emis conform Legii 650/2002, HCLMT nr. 4/11.01.2022
- Certificat constatator eliberat de Oficiul Registrului Comertului Timis:  In temeiul Legii nr. 256 din 22 iulie 2022 privind registrul comertului si pentru modificarea si completarea altor acte normative cu incidenta asupra inregistrarii in registrul comertului pentru punctul de lucru in cauza
- Documente justificative privind modificarea solicitata: Avizele/Autorizatiile solicitate suplimentar prin prezentul Regulament, fata de cele depuse la momentul emiterii Acordului pentru desfasurarea exercitiilor comerciale emis de Primaria Timisoara conform Legii 650/2002 si hotararilor Consiliului Local valabile la data respectiva.
","Comert, afaceri"
0ee61c99-0d03-4542-a954-3ddd71b46f23,"Acordarea titlului de „Cetatean de onoare al municipiului Timisoara""","Acordarea titlului de „Cetatean de onoare al municipiului Timisoara"". Sunt necesare datele de contact ale initiatorului, precum si documentele mentionate mai jos.

Documente necesare:
- act-identitate: copie certificata olograf ""conform cu originalul"" a celui propus.
- Curriculum vitae
- Expunere de motive: Document creat de initiatorul propunerii. Expunerea de motive este adresata Primarului; in acest caz - de o institutie / asociatie, prin director / manager / alt reprezentant), inregistrata. Ea trebuie sa expliciteze motivele pentru care semnatarul / institutia considera ca X merita sa fie propus pentru Titlul de Cetatean de Onoare al Municipiului Timisoara. Expunerea de motive poate fi facuta si de un consilier local (si vice-primar, in calitate de consilier local).

Dacă Acest titlu se acordă unei persoane în viață?                   , atunci sunt necesare următoarele documente:
- Cazier judiciar (original) sau declaratie pe propria raspundere: (a celui propus)

Dacă Acest titlu se acordă unei persoane în viață?                   , atunci sunt necesare următoarele documente:
- Declaratie - asumata de initiator - ca nu a avut calitatea de lucrator sau colaborator al Securitatii si nu a facut politie politica

Dacă Acest titlu se acordă unei persoane în viață?                   , atunci sunt necesare următoarele documente:
- Certificat de deces

Dacă Acest titlu se acordă unei persoane în viață?                   , atunci sunt necesare următoarele documente:
- Declaratie pe propria raspundere ca nu a avut calitatea de lucrator sau colaborator al Securitatii si nu a facut politie politica: ""Subsemnatul... nascut la..., fiul lui ... si al ..., declar ca nu am fost colaborator, ofiter sau ofiter sub acoperire al fostei Securitati si nu am participat la nicio activitate de politie politica""

Dacă Acest titlu se acordă unei persoane în viață?                   , atunci sunt necesare următoarele documente:
- Declaratie - asumata de initiator - ca nu a avut cazier judiciar
",Comunitate
c97b268d-fc41-433a-889f-accdcd3db34e,Solicitare teren agricol pentru veteranii de razboi,"Solicitare teren agricol pentru veteranii de razboi. 

Documente necesare:
- Cerere de mana
- Brevet de decoratie/certificat de la Pitesti (Arhivele Nationale ale MApN)
- Declaratie pe proprie raspundere – referitor la teren agricol detinut in Timisoara si in alta localitate;
- certificat-nastere
- act-identitate

Dacă Solicitarea este făcută de un veteran de război, atunci sunt necesare următoarele documente:
- certificat-casatorie
",Fond funciar
72f4aced-f98c-46d9-9abc-5fd447fab2be,Solicitare vizare plan de incadrare in tarla sau plan parcelar si tabel parcelar de catre Comisia de Fond Funciar/Primar,"Solicitare vizare plan de incadrare in tarla sau plan parcelar si tabel parcelar de catre Comisia de Fond Funciar/Primar. Cererea NU se supune aprobarii tacite.

Documente necesare:
- Documentatie topo cadastrala:  intocmita conform Ordinului nr. 700/2014.
",Fond funciar
df4a43a5-4591-4cd9-81c0-0f25036ca144,Diverse cereri cu privire la Legea Fondului Funciar,"Diverse cereri cu privire la Legea Fondului Funciar. 

Documente necesare:
- Cerere de mana
- Documente doveditoare: Daca este cazul, de ex. procura speciala, extras CF, etc. 
",Fond funciar
8aa1aa37-ba07-4ea4-9e3f-88d4287b728d,Revendicarea imobilelor,"Revendicarea imobilelor.Eliberarea adeverintei privind revendicarea imobilelor in baza legii nr. 10/2001 si a O.U.G nr.94/2000, republicata, modificata si completata prin O.U.H nr. 209/2005  

Documente necesare:
- Plan parcelar: In cazul in care se solicita date pentru terenuri, plan parcelar suprapus intocmit de o persoana autorizata in lucrari de cadastru , care sa cuprinda suprapunerea topografice reambulate cu nr. topogarfic vechi Sarmes
- Extras de carte funciara: Extras de carte funciara cu data emiterii de pana in 30 de zile
- Cerere de mana: Cerere de mana in care sa se precizeze adresa postala a imobilului pentru care se solicita adeverinta si sa se precizeze nr.cartii funciare si a nr.topografic pe care se afla imobilul in cauza
","Constructii, urbanism, terenuri"
c12e2415-6b4c-4ab6-89c4-9458f904825b,Acord de mansardare sau extindere,"Acord de mansardare sau extindere.Exprimarea acordului de mansardare sau extindere (in calitate de coproprietar) 

Documente necesare:
- act-identitate: Carte de identitate a titularului dreptului de proprietate
- Memoriu  prezentare lucrare: Cu mentiunea numarului de proiect + planse
- Acord notarial al tuturor co-proprietarilor
- Plan parcelar: Intocmit de o persoana autorizata
- formular
- Certificat de urbanism: Certificat de Urbanism (in termen de valabilitate)
- Carte funciara colectiva: Cu data emiterii de pana la 30 de zile (in cazul imobilelor cu mai multe apartamente)
- extras-cf: Cu data emiterii de pana in 30 de zile
","Constructii, urbanism, terenuri"
9ae328ac-68d9-4320-aed1-a359b8931405,Contract inchiriere teren pentru garaj,"Contract inchiriere teren pentru garaj. 

Documente necesare:
- Cerere scrisa: Prin care se solicita intocmirea/prelungirea/rezilierea contractului de inchiriere. Cererea trebuie sa contina obligatoriu datele de contact.
- act-identitate: A/Ale proprietarului/proprietarilor garajului/garajelor

Dacă În ce caz din cele de mai jos vă aflați?, atunci sunt necesare următoarele documente:
- Autorizatia de construire: Care sa aibe inclusa plansa anexa a amplasarii garajului precum si tabelul cu proprietarii autorizati si numerelor garajelor

Dacă În ce caz din cele de mai jos vă aflați?, atunci sunt necesare următoarele documente:
- Carte funciara: Nu mai veche de 30 de zile

Dacă În ce caz din cele de mai jos vă aflați?, atunci sunt necesare următoarele documente:
- Carte funciara: Nu mai veche de 30 de zile

Dacă În ce caz din cele de mai jos vă aflați?, atunci sunt necesare următoarele documente:
- Act de dobandire al garajului: Exemple: contract de vanzare-cumparare, donatie, certificat de mostenitor si contractului de concesiune expirat (dupa caz)

Dacă În ce caz din cele de mai jos vă aflați?, atunci sunt necesare următoarele documente:
- Contractul de inchiriere: Actele pentru reinnoirea contractelor de inchiriere pentru terenul aferent garajelor se vor depune doar cu 30 de zile inaintea expirarii termenului contractual.

Dacă În ce caz din cele de mai jos vă aflați?, atunci sunt necesare următoarele documente:
- Contractul de inchiriere/concesiune

Dacă În ce caz din cele de mai jos vă aflați?, atunci sunt necesare următoarele documente:
- Actul de instrainare: Contract de vanzare-cumparare, donatie etc.
","Constructii, urbanism, terenuri"
97956561-e6e9-4a67-a333-f971c905d71a,Declararea terenurilor,"Declararea terenurilor. Pentru moment, cererea nu se poate depune din platforma actuala si este necesara accesarea platformei Atlas.
Link Atlas

Documente necesare:
- formular: declaratie de impunere tip
- Actul de dobandire: titlul de proprietate sau actul de dobandire (contract de vanzare-cumparare, schimb imobiliar, certificat de mostenitor, donatie, etc).
- Planul de situatie: planul de situatie sau planul parcelar (in cazul terenurilor extravilane)
- act-identitate: al proprietarului
",Persoane fizice
5da268c2-5a8d-45ff-89bb-858139a48077,Bransare la reteaua de gaze naturale,"Bransare la reteaua de gaze naturale.Eliberarea acceptului de bransare la reteaua de gaze naturale proprietatea Primariei Municipiului Timisoara 

Documente necesare:
- formular: Cerere prin care se solicita acceptul de bransare la reteaua de gaze proprietatea Primariei
- Act de proprietate: Act de proprietate pentru imobilul sau apartamentul, spatiul cu alta destinatie care urmeaza a fi racordat la reteaua de gaze naturale (copie CF, nu mai vechi de 30 de zile sau copie contract vanzare-cumparare, daca nu s-a facut intabularea) sau contract de inchiriere si acordul proprietarului (spatiului, apartamentului) pentru introducere gaze naturale (in cazul chiriasilor la stat &ndash; acordul Directiei Patrimoniu).
- Acceptul proprietarului de bransament si coloana comuna: Acceptul proprietarului de bransament si coloana comuna (in cazul in care imobilul este bransat la retea dar apartamentul solicitantului nu este racordat la coloana comuna sau la bransament).
- Plan de situatie: Plan de situatie (cu marcarea locului unde se va face racordarea la retea).
- Dovada platii: Copie chitanta sau copie ordin de plata prin care s-a achitat catre Primaria Municipiului Timisoara contravaloarea contributiei la retea sau contravaloarea bransamentului de gaze naturale.

Dacă Solicitantul este, atunci sunt necesare următoarele documente:
- Calculul necesarului de debit de gaz: Calculul necesarului de debit de gaz pentru aparatele care urmeaza a fi racordate (cazan de incalzire, aragaz, etc).
",Utilitati publice
30ef2f08-e293-4370-a568-2fdd427c9068,intocmirea/prelungirea contractului de inchiriere teren pentru imobilele cumparate,"intocmirea/prelungirea contractului de inchiriere teren pentru imobilele cumparate.Cumparate in baza legii nr. 112/1995 si legii nr. 79/1997 conform HCLMT nr. 520/2019 si HCLMT nr.11/2020 

Documente necesare:
- formular: Cerere pentru inchirierea terenului.
Numar de telefon si adresa e-mail.
- act-identitate: Carte de identitate sau pasaport
- Contract de vanzare-cumparare
- Certificat de mostenitor: (daca este cazul)
- Certificat de deces: (daca este cazul)
- Contrat inchiriere teren: (daca este cazul)
- Extras carte funciara teren: Valabil 30 de zile.
- Extras carte funciara apartament/constructii: Valabil 30 de zile.
- Chitanta de chirie teren: (daca este cazul)
","Constructii, urbanism, terenuri"
35386bf9-7539-4f04-9104-d3d366872372,Eliberarea carnetului de comercializare a produselor din sectorul agricol,"Eliberarea carnetului de comercializare a produselor din sectorul agricol. Carnetele de comercializare utilizate, continand al treilea exemplar al filelor, se restituie primariei in termen de 15 zile lucratoare de la data utilizarii ultimei file a acestora.

Documente necesare:
- Cerere-tip
- Declararea datelor privind gospodaria in Registrul Agricol
- Dovada achitarii taxei pentru eliberarea carnetului de comercializare
- act-identitate: al producatorului agricol titular al atestatului de producator, al sotului/sotiei, rudelor (parinti si copii) sau afinilor de gradul I, dupa caz
- Atestat de producator: Se solicita aici

Dacă Se comercializează și produse procesate?, atunci sunt necesare următoarele documente:
- Autorizatie DSV pentru produsele procesate
",Fond funciar
0210a166-3b99-4850-a3e3-71b872ba6ec6,Eliberarea adeverintelor de teren intravilan sau teritoriu administrativ,"Eliberarea adeverintelor de teren intravilan sau teritoriu administrativ. 

Documente necesare:
- formular: Se va mentiona daca a facut obiectul unui plan urbanistic zonal (PUZ)
- Planul de situatie (scara 1:500): Eliberat de Primaria Municipiului Timisoara
- Planul de incadrare in zona (scara 1:5000): Eliberat de Primaria Municipiului Timisoara
- extras-cf: Nu mai vechi de 1 an. Actul de legatura intre numerele topografice vechi si cele din cartile funciare convertite.

Dacă Cine inițiază cererea?, atunci sunt necesare următoarele documente:
- imputernicire

Dacă Care tip de adeverință vă este necesară?, atunci sunt necesare următoarele documente:
- Plan de amplasament si delimitare a imobilului suprapus: cu plan cadastral si plan incadrare in zona: Doar pentru imobilele care au facut obiectul legii 18/1991

Dacă Care tip de adeverință vă este necesară?, atunci sunt necesare următoarele documente:
- Plan cadastral, suprapunere plan amplasament si delimitare a imobilului cu plan cadastral: Daca este cazul

Dacă Cum vreți să se soluționeze cererea?, atunci sunt necesare următoarele documente:
- Dovada platii taxei de urgenta: 100 de lei
","Constructii, urbanism, terenuri"
40dd9ef7-0c84-4546-ab34-5aaa0bcceee4,Situatia contractelor semnate,"Situatia contractelor semnate. 2009
2010
 
Informatii suplimentare se pot obtine la Biroul Reabilitare Termica, camera 211, etaj 2, telefon: 0256-408374, 408385",Reabilitare termica
72d57bc2-16b8-45c4-b38d-02491fe59a90,Acordarea de despagubiri banesti,"Acordarea de despagubiri banesti. pentru veteranii de razboi, precum si unele drepturi ale invalizilor si vaduvelor de razboi 

Documente necesare:
- Cerere de mana

Dacă Cererea este făcută de moștenitorii legali, atunci sunt necesare următoarele documente:
- Certificat de mostenitor sau certificat de calitate de mostenitor

Dacă Cererea este făcută de moștenitorii legali, atunci sunt necesare următoarele documente:
- Dovada ca titularul dreptului pretins a depus cerere in timpul vietii: Dovada ca titularul dreptului pretins a depus cerere in timpul vietii. 
Mostenitorii legali accepta succesiunea potrivit dreptului comun in materie.
Dovada aceasta se solicita de catre mostenitorii legali de la autoritatile administratiei publice locale.
",Fond funciar
1660666e-2a4c-493b-bc56-2b030c1fac44,Punerea in posesie a imobilelor retrocedate,"Punerea in posesie a imobilelor retrocedate.Case si teren aferent retrocedate in baza Legii 10/2001 

Documente necesare:
- formular: Cerere petent (proprietarul din cartea funciara a imobilului).
- extras-cf: In care a fost intabulat dreptul de proprietate conform Dispozitiei retrocedare.
Nu mai vechi de 30 de zile.
- Actele de stare civila a proprietarului
- Dispozitie de retrocedare

Dacă Dispoziția de retrocedare a fost anulată în instanță?, atunci sunt necesare următoarele documente:
- Hotarari judecatoresti

Dacă Predarea se face prin mandatar?, atunci sunt necesare următoarele documente:
- Procura mandatar: In original sau copie  legalizata.

Dacă Predarea se face prin mandatar?, atunci sunt necesare următoarele documente:
- Actele de stare civila a mandatarului

Dacă Proprietarul (beneficiarul dispoziţiei de retrocedare) a înstrăinat imobilul  prin vânzare sau a trecut în proprietatea altor persoane prin moştenire etc. ?, atunci sunt necesare următoarele documente:
- formular: Cerere petent (proprietarul imobilului din cartea funciara)

Dacă Proprietarul (beneficiarul dispoziţiei de retrocedare) a înstrăinat imobilul  prin vânzare sau a trecut în proprietatea altor persoane prin moştenire etc. ?, atunci sunt necesare următoarele documente:
- Contract de vanzare cumparare sau certificat de mostenitor

Dacă Proprietarul (beneficiarul dispoziţiei de retrocedare) a înstrăinat imobilul  prin vânzare sau a trecut în proprietatea altor persoane prin moştenire etc. ?, atunci sunt necesare următoarele documente:
- Extras carte funciara extenso: In care a fost intabulat dreptul de proprietate al cumparatorului  sau mostenitorului.
Nu mai vechi de 30 de zile.

Dacă Proprietarul (beneficiarul dispoziţiei de retrocedare) a înstrăinat imobilul  prin vânzare sau a trecut în proprietatea altor persoane prin moştenire etc. ?, atunci sunt necesare următoarele documente:
- Actele de stare civila a proprietarului
","Constructii, urbanism, terenuri"
974e6afa-5be2-4fc3-9c30-ea522a6cb1f3,Material dendro-floricol,"Material dendro-floricol.Cerere pentru plantarea de arbori, arbusti, flori etc. pe domeniul public 

Documente necesare:
- Cerere scrisa: Numirea unei persoane de contact, inclusiv numarul de telefon
","Parcuri, agrement, sport"
